cluster_id	sequence_id	start	end	tax_id	database	merged	blast_status	domain	phylum	class	order	family	genus	species	length	pul_length_sum	percentage_in_puls	origin
27827	AE015928	1913110	1922462		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27828_27829_27905_PUL0352_PUL0467	AE015928	1986600	2028198	818	puldb_dbcan_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27830	AE015928	2072899	2080060		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27831_PUL0008	AE015928	2163759	2187087	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27832	AE015928	2188544	2228013		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27833_PUL0690	AE015928	2348872	2366011	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27834_cblaster_245	AE015928	2547855	2558660		puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27835	AE015928	2636169	2661634		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27836_cblaster_299	AE015928	2728184	2736389		puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27837_27838	AE015928	2746782	2776734		puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27839	AE015928	2846074	2852583		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27840	AE015928	2941417	2953200		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27841	AE015928	2979116	2992975		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27842	AE015928	3072421	3086520		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27843	AE015928	3159255	3169856		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27844	AE015928	3191720	3200432		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27845_27899_PUL0161	AE015928	3253829	3301755	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27846_PUL0026	AE015928	3476149	3490799	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27847_PUL0376	AE015928	3501745	3523095	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27848_PUL0689	AE015928	3556328	3579591	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27849_27850_27851_PUL0354	AE015928	3610934	3674260	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27852	AE015928	3709631	3726635		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27853	AE015928	3729365	3752904		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27854	AE015928	3800071	3817084		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27855	AE015928	3823416	3832948		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27856_PUL0665	AE015928	3851033	3869605	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
PUL0205_27857_27858_cblaster_286	AE015928	3910956	3957529	818	dbcan_puldb_puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
PUL0717	AE015928	3989587	4001991	818	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27859_PUL0688	AE015928	4017183	4029556	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27860	AE015928	4044654	4070779		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27861_PUL0712	AE015928	4124849	4143407	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27862_27863	AE015928	4173538	4201087		puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27864	AE015928	4211870	4240544		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27865_PUL0325	AE015928	4245707	4259987	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27866_27867_PUL0377	AE015928	4268304	4323090	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27868_PUL0468	AE015928	4456047	4527084	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
cblaster_303_27869	AE015928	4539776	4571056		cblaster_puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27870_PUL0713	AE015928	4614173	4628579	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27871	AE015928	4634419	4679895		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27872_cblaster_307	AE015928	4700792	4710028		puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
PUL0666	AE015928	4732770	4741675	818	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27873_27902_27874_PUL0559_PUL0563	AE015928	4748697	4793038	818	puldb_dbcan_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27875_PUL0204	AE015928	4799873	4817693	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27876_PUL0470	AE015928	4865087	4876193	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
PUL0667	AE015928	4883107	4887725	818	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27877_27900_PUL0163	AE015928	4892415	4930042	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27878_PUL0162	AE015928	5011915	5035451	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27879_27880_PUL0471	AE015928	5127179	5163752	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27881_PUL0380	AE015928	5184604	5206167	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27882	AE015928	5247793	5256143		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27883_PUL0472	AE015928	5300977	5354000	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27884_PUL0305	AE015928	5370714	5409988	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27885_PUL0252	AE015928	5418109	5434257	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27886_PUL0564	AE015928	5440391	5518337	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27887_PUL0382	AE015928	5581952	5602271	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27888	AE015928	5617174	5632527		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27889_PUL0251	AE015928	5655890	5669765	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27890_PUL0383	AE015928	5738541	5750363	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27891_PUL0120	AE015928	5797923	5808973	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27892_cblaster_339	AE015928	5878054	5886923		puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27893	AE015928	6061271	6073615		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27894_27895_PUL0384_PUL0304	AE015928	6084860	6132980	818	puldb_dbcan_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27896_PUL0356	AE015928	6173951	6191501	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
27897	AE015928	6195911	6209357		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565	experimental
PUL0312	AM889285	473742	477151	33996	dbcan		true	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus	3944163	3409	0.08643151918417165	experimental
cblaster_3772_PUL0555	AP006841	440014	456583	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
cblaster_3773	AP006841	511730	522755	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
cblaster_PUL0408	AP006841	1004858	1009788	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
cblaster_PUL0180	AP006841	1033852	1068361	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
cblaster_3774_PUL0556	AP006841	1564047	1574265	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
cblaster_27826	AP006841	1867996	1872825	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
3651_PUL0348_cblaster_PUL0746_cblaster_27819	AP006841	2021215	2050211	817	puldb_dbcan_cblaster_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
cblaster_PUL0326	AP006841	3295328	3305541	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
cblaster_PUL0166	AP006841	3755846	3766411	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
cblaster_3775_PUL0171	AP006841	4117850	4128335	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
cblaster_245	AP006841	4226583	4231149	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
cblaster_3713	AP006841	4312980	4321703	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046	experimental
PUL0187	CP001656	1124076	1136568	324057	dbcan		false	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Pristimantibacillus	Pristimantibacillus sp000023585	7184930	30363	0.4225928436324362	experimental
PUL0229_PUL0592	CP001656	1572567	1584525	324057	dbcan	merged	true	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Pristimantibacillus	Pristimantibacillus sp000023585	7184930	30363	0.4225928436324362	experimental
PUL0594	CP001656	4094827	4100740	324057	dbcan		false	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Pristimantibacillus	Pristimantibacillus sp000023585	7184930	30363	0.4225928436324362	experimental
PUL0610	CP001807	1220087	1251526	29549	dbcan		false	Bacteria	Bacteroidota_A	Rhodothermia	Rhodothermales	Rhodothermaceae	Rhodothermus	Rhodothermus marinus	3261604	31439	0.9639122345937765	experimental
PUL0532_cblaster_3069_PUL0190	CP012801	925123	954278	246787	dbcan_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
PUL0533	CP012801	970841	992635	246787	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
PUL0534	CP012801	1395119	1415148	246787	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
cblaster_245	CP012801	1677851	1683302	246787	cblaster		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
PUL0535	CP012801	1905313	1924770	246787	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
PUL0536	CP012801	2024923	2035361	246787	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
PUL0537	CP012801	2262180	2278234	246787	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
PUL0538	CP012801	2388865	2412814	246787	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
PUL0539_cblaster_PUL0667	CP012801	2467595	2494001	246787	dbcan_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
PUL0540	CP012801	2988996	3000925	246787	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
PUL0541	CP012801	3093489	3107238	246787	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
PUL0543	CP012801	3131879	3145280	246787	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
cblaster_PUL0644_PUL0545	CP012801	3674189	3695070	246787	cblaster_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
PUL0546	CP012801	3762614	3783277	246787	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	7084828	415859	5.8697120099457605	experimental
