cluster_id	sequence_id	start	end	tax_id	database	merged	blast_status	domain	phylum	class	order	family	genus	species	length	pul_length_sum	percentage_in_puls
PUL0497	AB063629	537	7768	43662	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas piscicida	8167	7231	88.539243296192
PUL0078	L18965	1	6760	28238	dbcan		false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor morganii	6760	6759	99.98520710059172
PUL0322	NZ_LACM01000001	2094992	2154688	1387557	dbcan		false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor danielii	2834482	87915	3.101624917709832
PUL0694	CP001393	212375	236250	31899	dbcan		false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii	2919718	105424	3.6107596692557293
PUL0695	CP001393	697213	703783	31899	dbcan		false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii	2919718	105424	3.6107596692557293
PUL0696	CP001393	939000	956668	31899	dbcan		false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii	2919718	105424	3.6107596692557293
PUL0697	CP001393	2873292	2877263	31899	dbcan		false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii	2919718	105424	3.6107596692557293
cblaster_PUL0322_PUL0320	CP001393	1929396	1982736	31899	cblaster_dbcan	merged	false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii	2919718	105424	3.6107596692557293
cblaster_PUL0695	NZ_LACM01000001	899159	905667	1387557	cblaster		false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor danielii	2834482	87915	3.101624917709832
cblaster_PUL0696	NZ_LACM01000001	1142130	1159840	1387557	cblaster		false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor danielii	2834482	87915	3.101624917709832
cblaster_PUL0697	NZ_LACM01000001	182415	186416	1387557	cblaster		false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor danielii	2834482	87915	3.101624917709832
PUL0054_cblaster_PUL0400	CP003873	1019219	1042766	28108	dbcan_cblaster	merged	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	4629479	62989	1.3606066686985727
PUL0126	LR136958	1950044	1962304	2358187	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas naphthalenivorans	4731105	39283	0.8303134257218979
PUL0127	LR136958	3936797	3956397	2358187	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas naphthalenivorans	4731105	39283	0.8303134257218979
PUL0401	CABDWQ010000001	4308631	4326179	28108	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	4672348	81800	1.7507257592970387
PUL0403	CABDWQ010000001	4637792	4645257	28108	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	4672348	81800	1.7507257592970387
PUL0404	CABDWQ010000001	2755697	2777573	28108	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	4672348	81800	1.7507257592970387
PUL0405	CABDWQ010000001	4433602	4444984	28108	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	4672348	81800	1.7507257592970387
cblaster_PUL0054_PUL0400	CABDWQ010000001	1087731	1111260	28108	cblaster_dbcan	merged	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	4672348	81800	1.7507257592970387
cblaster_PUL0401	CP003873	4339574	4357158	28108	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	4629479	62989	1.3606066686985727
cblaster_PUL0403	LR136958	4697485	4704908	2358187	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas naphthalenivorans	4731105	39283	0.8303134257218979
cblaster_PUL0404	CP003873	2770752	2792610	28108	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	4629479	62989	1.3606066686985727
PUL0005	NC_003212	1844298	1849726	1642	dbcan		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Listeriaceae	Listeria	Listeria innocua	3011208	9814	0.325915712232433
PUL0744	NC_002973	2802883	2807265	1639	dbcan		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Listeriaceae	Listeria	Listeria monocytogenes_B	2905187	9811	0.3377063163231833
cblaster_PUL0005	NC_002973	1769490	1774919	1639	cblaster		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Listeriaceae	Listeria	Listeria monocytogenes_B	2905187	9811	0.3377063163231833
cblaster_PUL0744	NC_003212	2923434	2927820	1642	cblaster		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Listeriaceae	Listeria	Listeria innocua	3011208	9814	0.325915712232433
PUL0018	CP000410	285154	298903	1313	dbcan		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2038615	64445	3.1612148443919033
PUL0194	AE005672	2050572	2061389	1313	dbcan		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2160842	77869	3.603641543435383
PUL0245	AE005672	2072292	2085657	1313	dbcan		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2160842	77869	3.603641543435383
PUL0277	AE005672	1624067	1629762	1313	dbcan		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2160842	77869	3.603641543435383
PUL0278	AE005672	1710372	1718159	1313	dbcan		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2160842	77869	3.603641543435383
PUL0279	CP000410	1598353	1605802	1313	dbcan		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2038615	64445	3.1612148443919033
PUL0519	CP000410	1903270	1913187	1313	dbcan		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2038615	64445	3.1612148443919033
PUL0585_PUL0186	CP000410	274549	281092	1313	dbcan	merged	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2038615	64445	3.1612148443919033
cblaster_PUL0018	AE005672	287482	300940	1313	cblaster		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2160842	77869	3.603641543435383
cblaster_PUL0037_PUL0486	CP000410	1687191	1697463	1313	cblaster_dbcan	merged	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2038615	64445	3.1612148443919033
cblaster_PUL0194	CP000410	1937402	1948220	1313	cblaster		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2038615	64445	3.1612148443919033
cblaster_PUL0277	CP000410	1552999	1558696	1313	cblaster		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2038615	64445	3.1612148443919033
cblaster_PUL0486_PUL0037	AE005672	1798265	1808537	1313	cblaster_dbcan	merged	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2160842	77869	3.603641543435383
cblaster_PUL0519	AE005672	2016398	2026317	1313	cblaster		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2160842	77869	3.603641543435383
cblaster_PUL0585_PUL0186	AE005672	276837	283393	1313	cblaster		false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	2160842	77869	3.603641543435383
PUL0454	CP003170	4053711	4085799	134676	dbcan		false	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes sp900119315	9239851	32088	0.34727832732367653
PUL0568	NZ_CP010086	6311368	6316315	1520	dbcan		false	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	6485394	4947	0.07627909730696393
PUL0597	KM066603	110	6942	909925	dbcan		false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium barkeri	6947	6832	98.34460918382035
PUL0028	NZ_AAYG02000020	134626	149292	33038	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_B	Ruminococcus_B gnavus	167462	14666	8.757807741457764
PUL0340	LT674130	36	29087	77133	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens	29180	29051	99.55791638108293
PUL0341_PUL0343	LT674131	1	35638	77133	dbcan	merged_blast	true								35820	35637	99.48911222780569
PUL0595	FP929042	2173768	2180902	39491	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	3344951	25329	0.7572308234111651
PUL0596	FP929042	196460	202017	39491	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	3344951	25329	0.7572308234111651
PUL0608	NC_015977	885483	897323	301301	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis	3592125	31254	0.8700699446706337
PUL0638	AP028031	763560	771397	649756	dbcan		true	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	2804089	25304	0.9023964645915304
PUL0639	AP028031	640913	646823	649756	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	2804089	25304	0.9023964645915304
PUL0640	AP028031	2251545	2263102	649756	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	2804089	25304	0.9023964645915304
PUL0699	NC_015977	2480616	2500030	585394	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis	3592125	31254	0.8700699446706337
PUL0754	NZ_GG657685	174321	185015	53443	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A hydrogenotrophica	474463	10694	2.2539165330067887
cblaster_PUL0394_PUL0632_PUL0633	AP042441	3337879	3345121	301302	cblaster_dbcan	merged	true	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter faecis	3385412	7242	0.2139178333390441
cblaster_PUL0595	NC_012781	992039	994875	39491	cblaster		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	3449685	10156	0.2944036919312923
cblaster_PUL0633_cblaster_PUL0394_PUL0632	FP929042	3230561	3236880	39491	cblaster	merged	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	3344951	25329	0.7572308234111651
cblaster_PUL0633_cblaster_PUL0394_PUL0632	FP929042	3230561	3236880	39491	cblaster	merged	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	3344951	25329	0.7572308234111651
cblaster_PUL0633_cblaster_PUL0394_PUL0632_PUL0634	NC_012781	236958	244278	39491	cblaster_dbcan	merged	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	3449685	10156	0.2944036919312923
PUL0001	LR027880	1162413	1181577	166486	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis	254337	48588	19.10378749454464
PUL0099	LR027880	217565	227093	166486	dbcan		true	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis	254337	48588	19.10378749454464
PUL0635	NZ_BLYL01000002	70950	76292	33043	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus aceti	261617	5342	2.041916236330208
PUL0642	LR027880	4318380	4338276	166486	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis	254337	48588	19.10378749454464
PUL0107_cblaster_PUL0113	LR131275	175	27831	77133	dbcan_cblaster	merged	false	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium duncaniae	27897	27656	99.13610782521418
PUL0113_cblaster_PUL0107	NZ_CP022479	2470888	2497029	853	dbcan_cblaster	merged	false	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium duncaniae	3110044	32670	1.0504674531935883
PUL0637	NZ_CP022479	1869091	1875620	853	dbcan		false	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium duncaniae	3110044	32670	1.0504674531935883
PUL0658	NC_021020	1747686	1765259	853	dbcan		false	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	3214418	23132	0.7196326053425535
PUL0659	NC_021020	989705	995264	853	dbcan		false	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	3214418	23132	0.7196326053425535
PUL0248	AE016795	775591	796807	672	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio vulnificus_B	3281866	50187	1.5292214855816781
PUL0691	NZ_CP090614	182893	204524	28169	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio pelagius	3057872	46111	1.5079440866066336
cblaster_PUL0012	NZ_CP090614	2159272	2179361	28169	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio pelagius	3057872	46111	1.5079440866066336
cblaster_PUL0012	AE016795	1636234	1655038	672	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio vulnificus_B	3281866	50187	1.5292214855816781
cblaster_PUL0381	AE016795	1469145	1474895	672	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio vulnificus_B	3281866	50187	1.5292214855816781
cblaster_PUL0579	NZ_CP090614	2425828	2430219	28169	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio pelagius	3057872	46111	1.5079440866066336
cblaster_PUL0579	AE016795	166308	170725	672	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio vulnificus_B	3281866	50187	1.5292214855816781
PUL0017	CP001348	2466252	2481041	1521	dbcan		false	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum	4068724	102307	2.5144738252090826
PUL0083_cblaster_PUL0385_PUL0040	CP119677	2232177	2256831	29362	dbcan_cblaster	merged	true	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens	5027861	87789	1.7460506565316742
PUL0085	CP119677	2269356	2275493	29362	dbcan		true	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens	5027861	87789	1.7460506565316742
PUL0086	CP119677	1180643	1186505	29362	dbcan		false	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens	5027861	87789	1.7460506565316742
PUL0087	CP119677	2499288	2505211	29362	dbcan		false	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens	5027861	87789	1.7460506565316742
PUL0089	CP119677	3808139	3810655	29362	dbcan		false	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens	5027861	87789	1.7460506565316742
PUL0224_PUL0114_cblaster_PUL0084	CP001348	1502003	1537237	1521	dbcan_cblaster	merged	false	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum	4068724	102307	2.5144738252090826
PUL0385_PUL0040	CP001348	838275	864108	1521	dbcan	merged	false	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum	4068724	102307	2.5144738252090826
PUL0743	CP001348	1548963	1567460	1521	dbcan		false	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum	4068724	102307	2.5144738252090826
cblaster_PUL0017	CP119677	3144099	3158092	29362	cblaster		true	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens	5027861	87789	1.7460506565316742
cblaster_PUL0085	CP001348	878564	886518	1521	cblaster		false	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum	4068724	102307	2.5144738252090826
cblaster_PUL0224_PUL0114_PUL0084	CP119677	1149419	1178123	29362	cblaster_dbcan	merged	true	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens	5027861	87789	1.7460506565316742
PUL0654	NZ_CAJQES010000007	56564	116108	320912	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter dokdonensis	132542	59544	44.92462766519292
PUL0655	NZ_CAJQES010000017	10692	25936	320912	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter dokdonensis	80886	15244	18.84627747694286
PUL0737	NZ_VISB01000001	216319	247401	1250050	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sedimenticola	4347041	183411	4.219214863627926
PUL0738	NZ_VISB01000001	3238797	3314997	1250050	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sedimenticola	4347041	183411	4.219214863627926
PUL0739	NZ_VISB01000001	3898483	3974612	1250050	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sedimenticola	4347041	183411	4.219214863627926
PUL0068	AM886293	23902	29914	562	dbcan		false								168113	6012	3.576166031181408
PUL0111	CP176406	4497621	4501690	562	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	4641652	65921	1.4202055647428975
PUL0291	CP176406	4765689	4777539	562	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	4641652	65921	1.4202055647428975
PUL0311	CP176406	236596	245931	562	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	4641652	65921	1.4202055647428975
PUL0321	NC_007946	1676979	1683154	562	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5065741	31729	0.6263446946853383
PUL0351	CP098927	3322685	3327569	562	dbcan		true	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5310763	41876	0.7885119332193886
PUL0366	CP176406	657716	669191	562	dbcan		true	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	4641652	65921	1.4202055647428975
PUL0410	AOMX01000002	934681	941265	562	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	2315828	28165	1.21619567601739
PUL0571_cblaster_PUL0100	AE006468	1390110	1397061	28901	dbcan_cblaster	merged	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	4857450	31902	0.6567643516659976
PUL0605	CP176406	356354	365721	562	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	4641652	65921	1.4202055647428975
PUL0675	CP132737	283970	289804	573	dbcan		true								355922	5834	1.639123178673979
PUL0751	NZ_JAEFCJ010000001	3865119	3871380	562	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5176680	29709	0.5739006467465634
cblaster_PUL0100_cblaster_PUL0571	NC_007946	1849839	1856747	562	cblaster	merged	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5065741	31729	0.6263446946853383
cblaster_PUL0100_cblaster_PUL0571	NC_007946	1849839	1856747	562	cblaster	merged	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5065741	31729	0.6263446946853383
cblaster_PUL0100_cblaster_PUL0571	CP098927	2655980	2662889	562	cblaster	merged	true	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5310763	41876	0.7885119332193886
cblaster_PUL0100_cblaster_PUL0571	CP098927	2655980	2662889	562	cblaster	merged	true	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5310763	41876	0.7885119332193886
cblaster_PUL0111	CP098927	258816	262887	562	cblaster		true	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5310763	41876	0.7885119332193886
cblaster_PUL0111	AE006468	4541212	4545283	28901	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	4857450	31902	0.6567643516659976
cblaster_PUL0111	AOMX01000002	2013823	2017894	562	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	2315828	28165	1.21619567601739
cblaster_PUL0291	AOMX01000002	1705967	1718591	562	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	2315828	28165	1.21619567601739
cblaster_PUL0291	AE006468	4225022	4236571	28901	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	4857450	31902	0.6567643516659976
